phrase,category,final_score,quality_classification,decision,distinctiveness_score,describability_score,legacy_heuristics_score,cultural_validation_score,duration_ms,timestamp,error
"Green Tea","Food & Drink",18.71,unacceptable,[object Object],0,5,15.25,0,8,2025-07-31T15:45:50.811Z,
"Grilled Cheese","Food & Drink",21.42,poor,[object Object],0,5,6.5,10,8,2025-07-31T15:45:50.811Z,
"Grilling Burger","Food & Drink",23.58,poor,[object Object],0,5,11.5,8,8,2025-07-31T15:45:50.811Z,
"Hamburger Bun","Food & Drink",19.42,unacceptable,[object Object],0,5,6.5,8,8,2025-07-31T15:45:50.811Z,
"Hamburger Feast","Food & Drink",18.38,unacceptable,[object Object],0,5,5.25,8,8,2025-07-31T15:45:50.811Z,
"Hot Chocolate","Food & Drink",34.00,poor,[object Object],0,5,24,8,8,2025-07-31T15:45:50.811Z,
"Hot Dog Stand","Food & Drink",64.36,good,[object Object],0,20,20.83,23,8,2025-07-31T15:45:50.811Z,
"Ice Cream","Food & Drink",59.83,acceptable,[object Object],10,20,19,10,9,2025-07-31T15:45:50.811Z,
"Ice Cream Cone","Food & Drink",45.89,acceptable,[object Object],0,20,16.67,8,8,2025-07-31T15:45:50.811Z,
"Ice Cream Sundae","Food & Drink",45.19,acceptable,[object Object],0,20,15.83,8,8,2025-07-31T15:45:50.811Z,
"Lemonade Stand","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.812Z,
"Making Pizza","Food & Drink",57.63,acceptable,[object Object],0,20,12.75,23,5,2025-07-31T15:45:50.812Z,
"Making Sandwich","Food & Drink",24.63,poor,[object Object],0,5,12.75,8,7,2025-07-31T15:45:50.812Z,
"Margarita Pizza","Food & Drink",56.58,acceptable,[object Object],0,20,11.5,23,5,2025-07-31T15:45:50.812Z,
"Mashed Potatoes","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.812Z,
"Milkshake Straw","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.812Z,
"Mixing Salad","Food & Drink",16.63,unacceptable,[object Object],0,5,12.75,0,7,2025-07-31T15:45:50.812Z,
"Pancake Breakfast","Food & Drink",18.38,unacceptable,[object Object],0,5,5.25,8,7,2025-07-31T15:45:50.812Z,
"Pancake Stack","Food & Drink",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:45:50.812Z,
"Peanut Butter","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.812Z,
"Peeling Banana","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.812Z,
"Pepperoni Pizza","Food & Drink",56.58,acceptable,[object Object],0,20,11.5,23,5,2025-07-31T15:45:50.812Z,
"Pineapple Pizza","Food & Drink",56.58,acceptable,[object Object],0,20,11.5,23,5,2025-07-31T15:45:50.812Z,
"Pizza Party","Food & Drink",57.63,acceptable,[object Object],0,20,12.75,23,5,2025-07-31T15:45:50.812Z,
"Pizza Slice","Food & Drink",57.63,acceptable,[object Object],0,20,12.75,23,5,2025-07-31T15:45:50.812Z,
"Popcorn And Butter","Food & Drink",18.50,unacceptable,[object Object],0,5,15,0,7,2025-07-31T15:45:50.813Z,
"Popcorn Bucket","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.813Z,
"Popcorn Snack","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.813Z,
"Pouring Coffee","Food & Drink",51.71,acceptable,[object Object],0,20,15.25,15,4,2025-07-31T15:45:50.813Z,
"Pumpkin Spice Latte","Food & Drink",12.25,unacceptable,[object Object],0,5,7.5,0,7,2025-07-31T15:45:50.813Z,
"Roasting Chicken","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.813Z,
"Sipping Tea","Food & Drink",18.71,unacceptable,[object Object],0,5,15.25,0,6,2025-07-31T15:45:50.813Z,
"Slicing Bread","Food & Drink",18.71,unacceptable,[object Object],0,5,15.25,0,6,2025-07-31T15:45:50.813Z,
"Smoothie Bowl","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.813Z,
"Soda Fountain","Food & Drink",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.813Z,
"Spaghetti And Meatballs","Food & Drink",17.11,unacceptable,[object Object],0,5,13.33,0,7,2025-07-31T15:45:50.813Z,
"Spaghetti Dinner","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.813Z,
"Spaghetti and Meatballs","Food & Drink",17.11,unacceptable,[object Object],0,5,13.33,0,7,2025-07-31T15:45:50.813Z,
"Strawberry Milkshake","Food & Drink",9.33,unacceptable,[object Object],0,5,4,0,6,2025-07-31T15:45:50.813Z,
"Sushi Roll","Food & Drink",20.46,poor,[object Object],0,5,7.75,8,6,2025-07-31T15:45:50.813Z,
"Sushi Rolls","Food & Drink",19.42,unacceptable,[object Object],0,5,6.5,8,5,2025-07-31T15:45:50.814Z,
"Taco Fiesta","Food & Drink",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.814Z,
"Taco Party","Food & Drink",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.814Z,
"Taco Tuesday","Food & Drink",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.814Z,
"Tea Time","Food & Drink",26.00,poor,[object Object],0,5,24,0,3,2025-07-31T15:45:50.814Z,
"Vegetable Soup","Food & Drink",15.58,unacceptable,[object Object],0,5,11.5,0,5,2025-07-31T15:45:50.814Z,
"Vegetable Stir-fry","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,85,2025-07-31T15:45:50.820Z,
"Watermelon Slice","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,84,2025-07-31T15:45:50.820Z,
"Alexander the Great","History & Events",17.81,unacceptable,[object Object],0,5,14.17,0,85,2025-07-31T15:45:50.820Z,
"American Revolution","History & Events",9.33,unacceptable,[object Object],0,5,4,0,84,2025-07-31T15:45:50.820Z,
"Ancient Egypt","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:50.820Z,
"Berlin Wall","History & Events",18.71,unacceptable,[object Object],0,5,15.25,0,84,2025-07-31T15:45:50.820Z,
"Berlin Wall Fall","History & Events",17.81,unacceptable,[object Object],0,5,14.17,0,85,2025-07-31T15:45:50.820Z,
"Berlin Wall Falls","History & Events",17.11,unacceptable,[object Object],0,5,13.33,0,85,2025-07-31T15:45:50.820Z,
"Black Death","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,83,2025-07-31T15:45:50.821Z,
"Black Plague","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,83,2025-07-31T15:45:50.821Z,
"Boston Tea Party","History & Events",17.11,unacceptable,[object Object],0,5,13.33,0,84,2025-07-31T15:45:50.821Z,
"Bronze Age","History & Events",12.46,unacceptable,[object Object],0,5,7.75,0,83,2025-07-31T15:45:50.821Z,
"Civil Rights March","History & Events",12.25,unacceptable,[object Object],0,5,7.5,0,84,2025-07-31T15:45:50.821Z,
"Cold War","History & Events",31.43,poor,[object Object],0,13,19,0,83,2025-07-31T15:45:50.821Z,
"Crusades","History & Events",6.83,unacceptable,[object Object],0,5,1,0,81,2025-07-31T15:45:50.821Z,
"D-Day","History & Events",11.00,unacceptable,[object Object],0,5,6,0,81,2025-07-31T15:45:50.821Z,
"D-Day Invasion","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,82,2025-07-31T15:45:50.822Z,
"Fall Of Berlin Wall","History & Events",20.28,poor,[object Object],0,5,17.130000000000003,0,9,2025-07-31T15:45:50.897Z,
"Fall of Berlin Wall","History & Events",20.28,poor,[object Object],0,5,17.130000000000003,0,9,2025-07-31T15:45:50.897Z,
"Fall of Rome","History & Events",19.89,unacceptable,[object Object],0,5,16.67,0,7,2025-07-31T15:45:50.898Z,
"Falling Berlin Wall","History & Events",17.11,unacceptable,[object Object],0,5,13.33,0,7,2025-07-31T15:45:50.898Z,
"First Flight","History & Events",20.79,poor,[object Object],0,5,17.75,0,6,2025-07-31T15:45:50.898Z,
"French Revolution","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.898Z,
"Gettysburg Address","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.898Z,
"Gold Rush","History & Events",13.50,unacceptable,[object Object],0,5,9,0,6,2025-07-31T15:45:50.898Z,
"Golden Gate Opens","History & Events",12.94,unacceptable,[object Object],0,5,8.33,0,7,2025-07-31T15:45:50.898Z,
"Great Depression","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.898Z,
"Great Fire of London","History & Events",16.63,unacceptable,[object Object],0,5,12.75,0,8,2025-07-31T15:45:50.898Z,
"Great Wall Built","History & Events",17.11,unacceptable,[object Object],0,5,13.33,0,7,2025-07-31T15:45:50.898Z,
"Great Wall China","History & Events",17.11,unacceptable,[object Object],0,5,13.33,0,7,2025-07-31T15:45:50.898Z,
"Iron Age","History & Events",13.50,unacceptable,[object Object],0,5,9,0,6,2025-07-31T15:45:50.898Z,
"Magna Carta Signing","History & Events",12.25,unacceptable,[object Object],0,5,7.5,0,7,2025-07-31T15:45:50.898Z,
"Martin Luther King","History & Events",12.94,unacceptable,[object Object],0,5,8.33,0,7,2025-07-31T15:45:50.898Z,
"Maya Civilization","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.898Z,
"Mona Lisa Stolen","History & Events",13.64,unacceptable,[object Object],0,5,9.17,0,6,2025-07-31T15:45:50.899Z,
"Moon Landing","History & Events",30.46,poor,[object Object],0,20,7.75,0,5,2025-07-31T15:45:50.899Z,
"Mount Rushmore","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:45:50.899Z,
"Olympic Games","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.899Z,
"Pearl Harbor","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.899Z,
"Pearl Harbor Attack","History & Events",12.25,unacceptable,[object Object],0,5,7.5,0,6,2025-07-31T15:45:50.899Z,
"Renaissance","History & Events",6.83,unacceptable,[object Object],0,5,1,0,3,2025-07-31T15:45:50.899Z,
"Renaissance Art","History & Events",21.42,poor,[object Object],0,5,6.5,10,5,2025-07-31T15:45:50.899Z,
"Renaissance Period","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:45:50.899Z,
"Roman Empire","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.899Z,
"Rosa Parks Bus","History & Events",17.81,unacceptable,[object Object],0,5,14.17,0,6,2025-07-31T15:45:50.899Z,
"Roswell UFO Incident","History & Events",12.25,unacceptable,[object Object],0,5,7.5,0,6,2025-07-31T15:45:50.899Z,
"Signing Declaration","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:45:50.899Z,
"Silk Road","History & Events",19.75,unacceptable,[object Object],0,5,16.5,0,5,2025-07-31T15:45:50.899Z,
"Sinking Lusitania","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,4,2025-07-31T15:45:50.900Z,
"Stone Age","History & Events",30.46,poor,[object Object],0,20,7.75,0,4,2025-07-31T15:45:50.900Z,
"Titanic","History & Events",8.92,unacceptable,[object Object],0,5,3.5,0,7,2025-07-31T15:45:50.906Z,
"Titanic Sinking","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.906Z,
"Titanic Sinks","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.906Z,
"Viking Age","History & Events",12.46,unacceptable,[object Object],0,5,7.75,0,87,2025-07-31T15:45:50.906Z,
"Women Voting","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,87,2025-07-31T15:45:50.906Z,
"Women's Suffrage","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,87,2025-07-31T15:45:50.906Z,
"Woodstock Festival","History & Events",13.50,unacceptable,[object Object],0,5,9,0,87,2025-07-31T15:45:50.906Z,
"World War I","History & Events",23.24,poor,[object Object],0,13,9.17,0,87,2025-07-31T15:45:50.906Z,
"World War II","History & Events",23.24,poor,[object Object],0,13,9.17,0,86,2025-07-31T15:45:50.907Z,
"Breaking News Alert","Internet & Social Media",12.25,unacceptable,[object Object],0,5,7.5,0,86,2025-07-31T15:45:50.907Z,
"Cat Meme","Internet & Social Media",60.75,good,[object Object],0,20,16.5,23,86,2025-07-31T15:45:50.907Z,
"Cat Videos","Internet & Social Media",51.71,acceptable,[object Object],0,20,15.25,15,86,2025-07-31T15:45:50.907Z,
"Clickbait Title","Internet & Social Media",10.38,unacceptable,[object Object],0,5,5.25,0,86,2025-07-31T15:45:50.907Z,
"Emoji Reaction","Internet & Social Media",10.38,unacceptable,[object Object],0,5,5.25,0,86,2025-07-31T15:45:50.907Z,
"Facebook Friend","Internet & Social Media",43.67,acceptable,[object Object],0,20,14,8,86,2025-07-31T15:45:50.907Z,
"Facebook Friends","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,85,2025-07-31T15:45:50.908Z,
"Facebook Post","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,85,2025-07-31T15:45:50.908Z,
"Facebook Status","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,85,2025-07-31T15:45:50.908Z,
"Going Viral","Internet & Social Media",26.42,poor,[object Object],0,5,6.5,15,85,2025-07-31T15:45:50.908Z,
"Hashtag Trend","Internet & Social Media",13.42,unacceptable,[object Object],0,0,6.5,8,85,2025-07-31T15:45:50.908Z,
"Influencer Marketing","Internet & Social Media",17.33,unacceptable,[object Object],0,5,4,8,85,2025-07-31T15:45:50.908Z,
"Instagram Selfie","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,85,2025-07-31T15:45:50.908Z,
"Instagram Stories","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,85,2025-07-31T15:45:50.908Z,
"Instagram Story","Internet & Social Media",20.38,poor,[object Object],0,5,5.25,10,85,2025-07-31T15:45:50.908Z,
"Internet Meme","Internet & Social Media",40.67,acceptable,[object Object],0,5,14,23,85,2025-07-31T15:45:50.908Z,
"Internet Troll","Internet & Social Media",16.63,unacceptable,[object Object],0,5,12.75,0,85,2025-07-31T15:45:50.908Z,
"LinkedIn Profile","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,85,2025-07-31T15:45:50.908Z,
"Live Stream","Internet & Social Media",22.46,poor,[object Object],0,5,7.75,10,85,2025-07-31T15:45:50.908Z,
"Livestream Chat","Internet & Social Media",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:50.908Z,
"Livestream Event","Internet & Social Media",10.38,unacceptable,[object Object],0,5,5.25,0,84,2025-07-31T15:45:50.909Z,
"Meme Creator","Internet & Social Media",35.46,poor,[object Object],0,5,7.75,23,84,2025-07-31T15:45:50.909Z,
"Meme Generator","Internet & Social Media",34.42,poor,[object Object],0,5,6.5,23,84,2025-07-31T15:45:50.909Z,
"Online Influencer","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,84,2025-07-31T15:45:50.909Z,
"Online Streaming","Internet & Social Media",10.38,unacceptable,[object Object],0,5,5.25,0,84,2025-07-31T15:45:50.909Z,
"Online Troll","Internet & Social Media",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:50.909Z,
"Podcast Episode","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,84,2025-07-31T15:45:50.909Z,
"Podcast Subscriber","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,84,2025-07-31T15:45:50.909Z,
"Reddit Thread","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,84,2025-07-31T15:45:50.909Z,
"Selfie Stick","Internet & Social Media",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:50.909Z,
"Snapchat Filter","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,84,2025-07-31T15:45:50.909Z,
"Social Media Feed","Internet & Social Media",30.54,poor,[object Object],0,13,8.33,8,84,2025-07-31T15:45:50.909Z,
"Subscribe Button","Internet & Social Media",10.38,unacceptable,[object Object],0,5,5.25,0,84,2025-07-31T15:45:50.909Z,
"Trending Hashtag","Internet & Social Media",33.38,poor,[object Object],0,5,5.25,23,84,2025-07-31T15:45:50.909Z,
"Twitter Hashtag","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,84,2025-07-31T15:45:50.909Z,
"Twitter Retweet","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,84,2025-07-31T15:45:50.909Z,
"Twitter Tweet","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,83,2025-07-31T15:45:50.910Z,
"Unboxing Video","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,83,2025-07-31T15:45:50.910Z,
"Viral Challenge","Internet & Social Media",19.38,unacceptable,[object Object],0,0,5.25,15,83,2025-07-31T15:45:50.910Z,
"Viral Meme","Internet & Social Media",35.46,poor,[object Object],0,5,7.75,23,83,2025-07-31T15:45:50.910Z,
"Viral Video","Internet & Social Media",36.42,poor,[object Object],0,5,6.5,25,83,2025-07-31T15:45:50.910Z,
"Zoom Call","Internet & Social Media",13.50,unacceptable,[object Object],0,5,9,0,8,2025-07-31T15:45:50.993Z,
"Alien Spaceship","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,8,2025-07-31T15:45:50.993Z,
"Avatar Movie","Movies & TV",31.63,poor,[object Object],0,5,12.75,15,8,2025-07-31T15:45:50.993Z,
"Avatar The Movie","Movies & TV",36.98,poor,[object Object],0,5,19.17,15,9,2025-07-31T15:45:50.993Z,
"Avengers Assemble","Movies & TV",17.33,unacceptable,[object Object],0,5,4,8,8,2025-07-31T15:45:50.993Z,
"Batman Begins","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:45:50.994Z,
"Batman Returns","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:45:50.994Z,
"Batman Signal","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:45:50.994Z,
"Batmobile Chase","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.994Z,
"Black Panther","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.994Z,
"Breaking Bad","Movies & TV",29.75,poor,[object Object],0,5,16.5,10,7,2025-07-31T15:45:50.994Z,
"Captain America","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.994Z,
"Captain Jack Sparrow","Movies & TV",12.94,unacceptable,[object Object],0,5,8.33,0,8,2025-07-31T15:45:50.994Z,
"Central Perk","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:45:50.994Z,
"Darth Vader","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:45:50.994Z,
"Fast and Furious","Movies & TV",24.75,poor,[object Object],0,5,22.5,0,8,2025-07-31T15:45:50.994Z,
"Finding Nemo","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:45:50.994Z,
"Friends Couch","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:45:50.994Z,
"Friends Reunion","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:45:50.994Z,
"Friends Sitcom","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,6,2025-07-31T15:45:50.995Z,
"Friends TV Show","Movies & TV",21.64,poor,[object Object],0,5,9.17,8,7,2025-07-31T15:45:50.995Z,
"Frozen Disney","Movies & TV",34.42,poor,[object Object],0,5,6.5,23,6,2025-07-31T15:45:50.995Z,
"Frozen Princess","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.995Z,
"Frozen Sing-Along","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:45:50.995Z,
"Frozen Snowman","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.995Z,
"Game of Thrones","Movies & TV",46.98,acceptable,[object Object],0,5,19.17,25,7,2025-07-31T15:45:50.995Z,
"Godfather Offer","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:45:50.995Z,
"Harry Potter","Movies & TV",21.42,poor,[object Object],0,5,6.5,10,6,2025-07-31T15:45:50.995Z,
"Hollywood Movie Set","Movies & TV",30.73,poor,[object Object],0,5,11.67,15,7,2025-07-31T15:45:50.995Z,
"Hunger Games","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.995Z,
"Indiana Jones","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:45:50.995Z,
"Iron Man","Movies & TV",19.75,unacceptable,[object Object],0,5,16.5,0,6,2025-07-31T15:45:50.995Z,
"Iron Man Suit","Movies & TV",18.50,unacceptable,[object Object],0,5,15,0,7,2025-07-31T15:45:50.995Z,
"Jack Sparrow","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:45:50.995Z,
"James Bond","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.996Z,
"Jedi Knight","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:45:50.996Z,
"Jurassic Park","Movies & TV",15.58,unacceptable,[object Object],0,5,11.5,0,5,2025-07-31T15:45:50.996Z,
"Lightsaber Battle","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:45:50.996Z,
"Lightsaber Duel","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.996Z,
"Lord of Rings","Movies & TV",29.19,poor,[object Object],0,5,15.83,10,6,2025-07-31T15:45:50.996Z,
"Lord of the Rings","Movies & TV",21.31,poor,[object Object],0,5,18.369999999999997,0,6,2025-07-31T15:45:50.996Z,
"Luke Skywalker","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:45:50.996Z,
"Magic Carpet Ride","Movies & TV",12.94,unacceptable,[object Object],0,5,8.33,0,6,2025-07-31T15:45:50.997Z,
"Marty McFly","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,4,2025-07-31T15:45:50.997Z,
"Mission Impossible","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,4,2025-07-31T15:45:50.997Z,
"Netflix Binge-Watch","Movies & TV",33.38,poor,[object Object],0,5,5.25,23,5,2025-07-31T15:45:50.997Z,
"Oscar Ceremony","Movies & TV",19.98,unacceptable,[object Object],0,13,5.25,0,2,2025-07-31T15:45:50.997Z,
"Paw Patrol","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,4,2025-07-31T15:45:50.997Z,
"Pizza Delivery","Movies & TV",70.75,good,[object Object],10,20,16.5,23,5,2025-07-31T15:45:50.997Z,
"Reality Show Drama","Movies & TV",12.94,unacceptable,[object Object],0,5,8.33,0,5,2025-07-31T15:45:50.997Z,
"Red Carpet Walk","Movies & TV",13.64,unacceptable,[object Object],0,5,9.17,0,86,2025-07-31T15:45:51.002Z,
"Romantic Comedy","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,86,2025-07-31T15:45:51.002Z,
"Sherlock Holmes","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,85,2025-07-31T15:45:51.003Z,
"Shrek Swamp","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,85,2025-07-31T15:45:51.003Z,
"Simpsons Family","Movies & TV",35.67,poor,[object Object],0,20,14,0,82,2025-07-31T15:45:51.003Z,
"Sitcom Laugh Track","Movies & TV",12.25,unacceptable,[object Object],0,5,7.5,0,85,2025-07-31T15:45:51.003Z,
"Spider-Man Swing","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,85,2025-07-31T15:45:51.003Z,
"Star Trek","Movies & TV",41.50,acceptable,[object Object],0,20,9,10,82,2025-07-31T15:45:51.003Z,
"Stranger Things","Movies & TV",20.38,poor,[object Object],0,5,5.25,10,85,2025-07-31T15:45:51.003Z,
"Superhero Landing","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,85,2025-07-31T15:45:51.003Z,
"The Avengers","Movies & TV",27.75,poor,[object Object],0,5,16.5,8,85,2025-07-31T15:45:51.003Z,
"The Batmobile","Movies & TV",19.75,unacceptable,[object Object],0,5,16.5,0,85,2025-07-31T15:45:51.003Z,
"The Crown","Movies & TV",20.79,poor,[object Object],0,5,17.75,0,85,2025-07-31T15:45:51.003Z,
"The Godfather","Movies & TV",19.75,unacceptable,[object Object],0,5,16.5,0,85,2025-07-31T15:45:51.003Z,
"The Lion King","Movies & TV",19.89,unacceptable,[object Object],0,5,16.67,0,85,2025-07-31T15:45:51.003Z,
"The Mandalorian","Movies & TV",19.75,unacceptable,[object Object],0,5,16.5,0,84,2025-07-31T15:45:51.004Z,
"The Matrix","Movies & TV",20.79,poor,[object Object],0,5,17.75,0,84,2025-07-31T15:45:51.004Z,
"The Office","Movies & TV",36.00,poor,[object Object],0,5,24,10,84,2025-07-31T15:45:51.004Z,
"The Simpsons","Movies & TV",29.75,poor,[object Object],0,5,16.5,10,84,2025-07-31T15:45:51.004Z,
"Time Travel","Movies & TV",28.71,poor,[object Object],0,5,15.25,10,81,2025-07-31T15:45:51.004Z,
"Titanic Movie","Movies & TV",31.63,poor,[object Object],0,5,12.75,15,84,2025-07-31T15:45:51.004Z,
"Toy Story","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,84,2025-07-31T15:45:51.004Z,
"Vampire Slayer","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:51.004Z,
"Voldemort's Wand","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:51.004Z,
"Wakanda Forever","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:51.004Z,
"Wonder Woman","Movies & TV",18.71,unacceptable,[object Object],0,5,15.25,0,84,2025-07-31T15:45:51.004Z,
"Zombie Apocalypse","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,84,2025-07-31T15:45:51.004Z,
"Adele Concert","Music & Artists",22.54,poor,[object Object],0,5,10.25,8,84,2025-07-31T15:45:51.004Z,
"Adele Song","Music & Artists",12.46,unacceptable,[object Object],0,5,7.75,0,84,2025-07-31T15:45:51.004Z,
"Air Guitar","Music & Artists",12.46,unacceptable,[object Object],0,5,7.75,0,84,2025-07-31T15:45:51.004Z,
"Backstreet Boys","Music & Artists",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:51.004Z,
"Beatles Reunion","Music & Artists",11.42,unacceptable,[object Object],0,5,6.5,0,84,2025-07-31T15:45:51.004Z,
"Beyonce Knowles","Music & Artists",19.42,unacceptable,[object Object],0,5,6.5,8,84,2025-07-31T15:45:51.004Z,
"Beyoncé Concert","Music & Artists",22.54,poor,[object Object],0,5,10.25,8,83,2025-07-31T15:45:51.005Z,
"Beyoncé Dance","Music & Artists",11.42,unacceptable,[object Object],0,5,6.5,0,83,2025-07-31T15:45:51.005Z,
