phrase,category,final_score,quality_classification,decision,distinctiveness_score,describability_score,legacy_heuristics_score,cultural_validation_score,duration_ms,timestamp,error
"Ice Cream Cone","Food & Drink",45.89,acceptable,[object Object],0,20,16.67,8,7,2025-07-31T15:53:10.786Z,
"Ice Cream Sundae","Food & Drink",45.19,acceptable,[object Object],0,20,15.83,8,7,2025-07-31T15:53:10.786Z,
"Lemonade Stand","Food & Drink",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:53:10.786Z,
"Making Pizza","Food & Drink",57.63,acceptable,[object Object],0,20,12.75,23,7,2025-07-31T15:53:10.786Z,
"Making Sandwich","Food & Drink",42.63,acceptable,[object Object],0,20,12.75,8,7,2025-07-31T15:53:10.786Z,
"Margarita Pizza","Food & Drink",56.58,acceptable,[object Object],0,20,11.5,23,7,2025-07-31T15:53:10.786Z,
"Mashed Potatoes","Food & Drink",19.98,unacceptable,[object Object],0,13,5.25,0,7,2025-07-31T15:53:10.786Z,
"Milkshake Straw","Food & Drink",19.98,unacceptable,[object Object],0,13,5.25,0,7,2025-07-31T15:53:10.786Z,
"Mixing Salad","Food & Drink",26.23,poor,[object Object],0,13,12.75,0,7,2025-07-31T15:53:10.786Z,
"Pancake Breakfast","Food & Drink",36.38,poor,[object Object],0,20,5.25,8,7,2025-07-31T15:53:10.786Z,
"Pancake Stack","Food & Drink",37.42,poor,[object Object],0,20,6.5,8,6,2025-07-31T15:53:10.787Z,
"Peanut Butter","Food & Drink",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.787Z,
"Peeling Banana","Food & Drink",29.42,poor,[object Object],0,20,6.5,0,6,2025-07-31T15:53:10.787Z,
"Pepperoni Pizza","Food & Drink",56.58,acceptable,[object Object],0,20,11.5,23,6,2025-07-31T15:53:10.787Z,
"Pineapple Pizza","Food & Drink",56.58,acceptable,[object Object],0,20,11.5,23,6,2025-07-31T15:53:10.787Z,
"Pizza Party","Food & Drink",57.63,acceptable,[object Object],0,20,12.75,23,6,2025-07-31T15:53:10.787Z,
"Pizza Slice","Food & Drink",57.63,acceptable,[object Object],0,20,12.75,23,6,2025-07-31T15:53:10.787Z,
"Popcorn And Butter","Food & Drink",36.50,poor,[object Object],0,20,15,0,6,2025-07-31T15:53:10.787Z,
"Popcorn Bucket","Food & Drink",29.42,poor,[object Object],0,20,6.5,0,6,2025-07-31T15:53:10.787Z,
"Popcorn Snack","Food & Drink",29.42,poor,[object Object],0,20,6.5,0,5,2025-07-31T15:53:10.788Z,
"Pouring Coffee","Food & Drink",51.71,acceptable,[object Object],0,20,15.25,15,5,2025-07-31T15:53:10.788Z,
"Pumpkin Spice Latte","Food & Drink",30.25,poor,[object Object],0,20,7.5,0,5,2025-07-31T15:53:10.788Z,
"Roasting Chicken","Food & Drink",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:53:10.788Z,
"Sipping Tea","Food & Drink",28.31,poor,[object Object],0,13,15.25,0,5,2025-07-31T15:53:10.788Z,
"Slicing Bread","Food & Drink",36.71,poor,[object Object],0,20,15.25,0,5,2025-07-31T15:53:10.788Z,
"Smoothie Bowl","Food & Drink",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:10.788Z,
"Soda Fountain","Food & Drink",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:10.788Z,
"Spaghetti And Meatballs","Food & Drink",35.11,poor,[object Object],0,20,13.33,0,5,2025-07-31T15:53:10.788Z,
"Spaghetti Dinner","Food & Drink",28.38,poor,[object Object],0,20,5.25,0,5,2025-07-31T15:53:10.788Z,
"Spaghetti and Meatballs","Food & Drink",35.11,poor,[object Object],0,20,13.33,0,5,2025-07-31T15:53:10.788Z,
"Strawberry Milkshake","Food & Drink",9.33,unacceptable,[object Object],0,5,4,0,5,2025-07-31T15:53:10.788Z,
"Sushi Roll","Food & Drink",20.46,poor,[object Object],0,5,7.75,8,5,2025-07-31T15:53:10.788Z,
"Sushi Rolls","Food & Drink",29.02,poor,[object Object],0,13,6.5,8,4,2025-07-31T15:53:10.789Z,
"Taco Fiesta","Food & Drink",22.06,poor,[object Object],0,13,7.75,0,4,2025-07-31T15:53:10.789Z,
"Taco Party","Food & Drink",22.06,poor,[object Object],0,13,7.75,0,4,2025-07-31T15:53:10.789Z,
"Taco Tuesday","Food & Drink",12.46,unacceptable,[object Object],0,5,7.75,0,4,2025-07-31T15:53:10.789Z,
"Tea Time","Food & Drink",35.60,poor,[object Object],0,13,24,0,4,2025-07-31T15:53:10.789Z,
"Vegetable Soup","Food & Drink",33.58,poor,[object Object],0,20,11.5,0,4,2025-07-31T15:53:10.789Z,
"Vegetable Stir-fry","Food & Drink",28.38,poor,[object Object],0,20,5.25,0,64,2025-07-31T15:53:10.793Z,
"Watermelon Slice","Food & Drink",28.38,poor,[object Object],0,20,5.25,0,64,2025-07-31T15:53:10.793Z,
"Alexander the Great","History & Events",27.41,poor,[object Object],0,13,14.17,0,64,2025-07-31T15:53:10.793Z,
"American Revolution","History & Events",9.33,unacceptable,[object Object],0,5,4,0,64,2025-07-31T15:53:10.793Z,
"Ancient Egypt","History & Events",21.02,poor,[object Object],0,13,6.5,0,64,2025-07-31T15:53:10.793Z,
"Berlin Wall","History & Events",28.31,poor,[object Object],0,13,15.25,0,63,2025-07-31T15:53:10.794Z,
"Berlin Wall Fall","History & Events",27.41,poor,[object Object],0,13,14.17,0,63,2025-07-31T15:53:10.794Z,
"Berlin Wall Falls","History & Events",26.71,poor,[object Object],0,13,13.33,0,63,2025-07-31T15:53:10.794Z,
"Black Death","History & Events",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:10.794Z,
"Black Plague","History & Events",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:10.794Z,
"Boston Tea Party","History & Events",35.11,poor,[object Object],0,20,13.33,0,63,2025-07-31T15:53:10.794Z,
"Bronze Age","History & Events",22.06,poor,[object Object],0,13,7.75,0,63,2025-07-31T15:53:10.794Z,
"Civil Rights March","History & Events",12.25,unacceptable,[object Object],0,5,7.5,0,63,2025-07-31T15:53:10.794Z,
"Cold War","History & Events",21.83,poor,[object Object],0,5,19,0,63,2025-07-31T15:53:10.794Z,
"Crusades","History & Events",6.83,unacceptable,[object Object],0,5,1,0,63,2025-07-31T15:53:10.794Z,
"D-Day","History & Events",20.60,poor,[object Object],0,13,6,0,63,2025-07-31T15:53:10.794Z,
"D-Day Invasion","History & Events",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:10.794Z,
"Fall Of Berlin Wall","History & Events",29.88,poor,[object Object],0,13,17.130000000000003,0,62,2025-07-31T15:53:10.795Z,
"Fall of Berlin Wall","History & Events",29.88,poor,[object Object],0,13,17.130000000000003,0,62,2025-07-31T15:53:10.795Z,
"Fall of Rome","History & Events",19.89,unacceptable,[object Object],0,5,16.67,0,62,2025-07-31T15:53:10.795Z,
"Falling Berlin Wall","History & Events",26.71,poor,[object Object],0,13,13.33,0,62,2025-07-31T15:53:10.795Z,
"First Flight","History & Events",30.39,poor,[object Object],0,13,17.75,0,62,2025-07-31T15:53:10.795Z,
"French Revolution","History & Events",19.98,unacceptable,[object Object],0,13,5.25,0,62,2025-07-31T15:53:10.795Z,
"Gettysburg Address","History & Events",28.38,poor,[object Object],0,20,5.25,0,62,2025-07-31T15:53:10.795Z,
"Gold Rush","History & Events",23.10,poor,[object Object],0,13,9,0,6,2025-07-31T15:53:10.851Z,
"Golden Gate Opens","History & Events",12.94,unacceptable,[object Object],0,5,8.33,0,6,2025-07-31T15:53:10.851Z,
"Great Depression","History & Events",19.98,unacceptable,[object Object],0,13,5.25,0,6,2025-07-31T15:53:10.851Z,
"Great Fire of London","History & Events",26.23,poor,[object Object],0,13,12.75,0,6,2025-07-31T15:53:10.851Z,
"Great Wall Built","History & Events",26.71,poor,[object Object],0,13,13.33,0,6,2025-07-31T15:53:10.851Z,
"Great Wall China","History & Events",26.71,poor,[object Object],0,13,13.33,0,6,2025-07-31T15:53:10.851Z,
"Iron Age","History & Events",23.10,poor,[object Object],0,13,9,0,6,2025-07-31T15:53:10.851Z,
"Magna Carta Signing","History & Events",30.25,poor,[object Object],0,20,7.5,0,6,2025-07-31T15:53:10.851Z,
"Martin Luther King","History & Events",22.54,poor,[object Object],0,13,8.33,0,6,2025-07-31T15:53:10.851Z,
"Maya Civilization","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:53:10.851Z,
"Mona Lisa Stolen","History & Events",23.24,poor,[object Object],0,13,9.17,0,6,2025-07-31T15:53:10.851Z,
"Moon Landing","History & Events",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:10.851Z,
"Mount Rushmore","History & Events",19.98,unacceptable,[object Object],0,13,5.25,0,6,2025-07-31T15:53:10.851Z,
"Olympic Games","History & Events",29.42,poor,[object Object],0,20,6.5,0,6,2025-07-31T15:53:10.851Z,
"Pearl Harbor","History & Events",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.851Z,
"Pearl Harbor Attack","History & Events",21.85,poor,[object Object],0,13,7.5,0,5,2025-07-31T15:53:10.852Z,
"Renaissance","History & Events",16.43,unacceptable,[object Object],0,13,1,0,5,2025-07-31T15:53:10.852Z,
"Renaissance Art","History & Events",31.02,poor,[object Object],0,13,6.5,10,5,2025-07-31T15:53:10.852Z,
"Renaissance Period","History & Events",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:53:10.852Z,
"Roman Empire","History & Events",21.02,poor,[object Object],0,13,6.5,0,5,2025-07-31T15:53:10.852Z,
"Rosa Parks Bus","History & Events",35.81,poor,[object Object],0,20,14.17,0,5,2025-07-31T15:53:10.852Z,
"Roswell UFO Incident","History & Events",21.85,poor,[object Object],0,13,7.5,0,5,2025-07-31T15:53:10.852Z,
"Signing Declaration","History & Events",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:53:10.852Z,
"Silk Road","History & Events",29.35,poor,[object Object],0,13,16.5,0,5,2025-07-31T15:53:10.852Z,
"Sinking Lusitania","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:53:10.852Z,
"Stone Age","History & Events",22.06,poor,[object Object],0,13,7.75,0,5,2025-07-31T15:53:10.852Z,
"Titanic","History & Events",26.92,poor,[object Object],0,20,3.5,0,61,2025-07-31T15:53:10.857Z,
"Titanic Sinking","History & Events",21.02,poor,[object Object],0,13,6.5,0,61,2025-07-31T15:53:10.857Z,
"Titanic Sinks","History & Events",29.42,poor,[object Object],0,20,6.5,0,61,2025-07-31T15:53:10.857Z,
"Viking Age","History & Events",12.46,unacceptable,[object Object],0,5,7.75,0,61,2025-07-31T15:53:10.857Z,
"Women Voting","History & Events",11.42,unacceptable,[object Object],0,5,6.5,0,61,2025-07-31T15:53:10.857Z,
"Women's Suffrage","History & Events",10.38,unacceptable,[object Object],0,5,5.25,0,61,2025-07-31T15:53:10.857Z,
"Woodstock Festival","History & Events",23.10,poor,[object Object],0,13,9,0,61,2025-07-31T15:53:10.857Z,
"World War I","History & Events",13.64,unacceptable,[object Object],0,5,9.17,0,61,2025-07-31T15:53:10.857Z,
"World War II","History & Events",13.64,unacceptable,[object Object],0,5,9.17,0,60,2025-07-31T15:53:10.858Z,
"Breaking News Alert","Internet & Social Media",21.85,poor,[object Object],0,13,7.5,0,60,2025-07-31T15:53:10.858Z,
"Cat Meme","Internet & Social Media",52.35,acceptable,[object Object],0,13,16.5,23,60,2025-07-31T15:53:10.858Z,
"Cat Videos","Internet & Social Media",51.71,acceptable,[object Object],0,20,15.25,15,60,2025-07-31T15:53:10.858Z,
"Clickbait Title","Internet & Social Media",19.98,unacceptable,[object Object],0,13,5.25,0,60,2025-07-31T15:53:10.858Z,
"Emoji Reaction","Internet & Social Media",10.38,unacceptable,[object Object],0,5,5.25,0,60,2025-07-31T15:53:10.858Z,
"Facebook Friend","Internet & Social Media",43.67,acceptable,[object Object],0,20,14,8,60,2025-07-31T15:53:10.858Z,
"Facebook Friends","Internet & Social Media",27.98,poor,[object Object],0,13,5.25,8,60,2025-07-31T15:53:10.858Z,
"Facebook Post","Internet & Social Media",29.02,poor,[object Object],0,13,6.5,8,60,2025-07-31T15:53:10.858Z,
"Facebook Status","Internet & Social Media",27.98,poor,[object Object],0,13,5.25,8,60,2025-07-31T15:53:10.858Z,
"Going Viral","Internet & Social Media",26.42,poor,[object Object],0,5,6.5,15,60,2025-07-31T15:53:10.858Z,
"Hashtag Trend","Internet & Social Media",13.42,unacceptable,[object Object],0,0,6.5,8,60,2025-07-31T15:53:10.858Z,
"Influencer Marketing","Internet & Social Media",26.93,poor,[object Object],0,13,4,8,60,2025-07-31T15:53:10.858Z,
"Instagram Selfie","Internet & Social Media",27.98,poor,[object Object],0,13,5.25,8,60,2025-07-31T15:53:10.858Z,
"Instagram Stories","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,60,2025-07-31T15:53:10.858Z,
"Instagram Story","Internet & Social Media",29.98,poor,[object Object],0,13,5.25,10,60,2025-07-31T15:53:10.858Z,
"Internet Meme","Internet & Social Media",40.67,acceptable,[object Object],0,5,14,23,60,2025-07-31T15:53:10.858Z,
"Internet Troll","Internet & Social Media",16.63,unacceptable,[object Object],0,5,12.75,0,59,2025-07-31T15:53:10.859Z,
"LinkedIn Profile","Internet & Social Media",27.98,poor,[object Object],0,13,5.25,8,59,2025-07-31T15:53:10.859Z,
"Live Stream","Internet & Social Media",32.06,poor,[object Object],0,13,7.75,10,59,2025-07-31T15:53:10.859Z,
"Livestream Chat","Internet & Social Media",29.42,poor,[object Object],0,20,6.5,0,59,2025-07-31T15:53:10.859Z,
"Livestream Event","Internet & Social Media",28.38,poor,[object Object],0,20,5.25,0,59,2025-07-31T15:53:10.859Z,
"Meme Creator","Internet & Social Media",35.46,poor,[object Object],0,5,7.75,23,59,2025-07-31T15:53:10.859Z,
"Meme Generator","Internet & Social Media",34.42,poor,[object Object],0,5,6.5,23,59,2025-07-31T15:53:10.859Z,
"Online Influencer","Internet & Social Media",18.38,unacceptable,[object Object],0,5,5.25,8,59,2025-07-31T15:53:10.859Z,
"Online Streaming","Internet & Social Media",19.98,unacceptable,[object Object],0,13,5.25,0,59,2025-07-31T15:53:10.859Z,
"Online Troll","Internet & Social Media",11.42,unacceptable,[object Object],0,5,6.5,0,59,2025-07-31T15:53:10.859Z,
"Podcast Episode","Internet & Social Media",29.02,poor,[object Object],0,13,6.5,8,59,2025-07-31T15:53:10.859Z,
"Podcast Subscriber","Internet & Social Media",27.98,poor,[object Object],0,13,5.25,8,59,2025-07-31T15:53:10.859Z,
"Reddit Thread","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,59,2025-07-31T15:53:10.859Z,
"Selfie Stick","Internet & Social Media",21.02,poor,[object Object],0,13,6.5,0,59,2025-07-31T15:53:10.859Z,
"Snapchat Filter","Internet & Social Media",36.38,poor,[object Object],0,20,5.25,8,59,2025-07-31T15:53:10.859Z,
"Social Media Feed","Internet & Social Media",20.94,poor,[object Object],0,5,8.33,8,59,2025-07-31T15:53:10.859Z,
"Subscribe Button","Internet & Social Media",19.98,unacceptable,[object Object],0,13,5.25,0,59,2025-07-31T15:53:10.859Z,
"Trending Hashtag","Internet & Social Media",33.38,poor,[object Object],0,5,5.25,23,59,2025-07-31T15:53:10.859Z,
"Twitter Hashtag","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,58,2025-07-31T15:53:10.860Z,
"Twitter Retweet","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,58,2025-07-31T15:53:10.860Z,
"Twitter Tweet","Internet & Social Media",19.42,unacceptable,[object Object],0,5,6.5,8,58,2025-07-31T15:53:10.860Z,
"Unboxing Video","Internet & Social Media",27.98,poor,[object Object],0,13,5.25,8,58,2025-07-31T15:53:10.860Z,
"Viral Challenge","Internet & Social Media",19.38,unacceptable,[object Object],0,0,5.25,15,58,2025-07-31T15:53:10.860Z,
"Viral Meme","Internet & Social Media",35.46,poor,[object Object],0,5,7.75,23,58,2025-07-31T15:53:10.860Z,
"Viral Video","Internet & Social Media",46.02,acceptable,[object Object],0,13,6.5,25,58,2025-07-31T15:53:10.860Z,
"Zoom Call","Internet & Social Media",13.50,unacceptable,[object Object],0,5,9,0,8,2025-07-31T15:53:10.918Z,
"Alien Spaceship","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,8,2025-07-31T15:53:10.918Z,
"Avatar Movie","Movies & TV",49.63,acceptable,[object Object],0,20,12.75,15,8,2025-07-31T15:53:10.918Z,
"Avatar The Movie","Movies & TV",54.98,acceptable,[object Object],0,20,19.17,15,8,2025-07-31T15:53:10.918Z,
"Avengers Assemble","Movies & TV",26.93,poor,[object Object],0,13,4,8,8,2025-07-31T15:53:10.918Z,
"Batman Begins","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,8,2025-07-31T15:53:10.918Z,
"Batman Returns","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:53:10.919Z,
"Batman Signal","Movies & TV",19.42,unacceptable,[object Object],0,5,6.5,8,7,2025-07-31T15:53:10.919Z,
"Batmobile Chase","Movies & TV",19.98,unacceptable,[object Object],0,13,5.25,0,7,2025-07-31T15:53:10.919Z,
"Black Panther","Movies & TV",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.919Z,
"Breaking Bad","Movies & TV",39.35,poor,[object Object],0,13,16.5,10,7,2025-07-31T15:53:10.919Z,
"Captain America","Movies & TV",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.919Z,
"Captain Jack Sparrow","Movies & TV",22.54,poor,[object Object],0,13,8.33,0,7,2025-07-31T15:53:10.919Z,
"Central Perk","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:53:10.919Z,
"Darth Vader","Movies & TV",21.02,poor,[object Object],0,13,6.5,0,7,2025-07-31T15:53:10.919Z,
"Fast and Furious","Movies & TV",34.35,poor,[object Object],0,13,22.5,0,7,2025-07-31T15:53:10.919Z,
"Finding Nemo","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:53:10.919Z,
"Friends Couch","Movies & TV",29.02,poor,[object Object],0,13,6.5,8,7,2025-07-31T15:53:10.919Z,
"Friends Reunion","Movies & TV",29.02,poor,[object Object],0,13,6.5,8,7,2025-07-31T15:53:10.919Z,
"Friends Sitcom","Movies & TV",37.42,poor,[object Object],0,20,6.5,8,7,2025-07-31T15:53:10.919Z,
"Friends TV Show","Movies & TV",31.24,poor,[object Object],0,13,9.17,8,6,2025-07-31T15:53:10.920Z,
"Frozen Disney","Movies & TV",44.02,acceptable,[object Object],0,13,6.5,23,6,2025-07-31T15:53:10.920Z,
"Frozen Princess","Movies & TV",19.98,unacceptable,[object Object],0,13,5.25,0,6,2025-07-31T15:53:10.920Z,
"Frozen Sing-Along","Movies & TV",19.98,unacceptable,[object Object],0,13,5.25,0,6,2025-07-31T15:53:10.920Z,
"Frozen Snowman","Movies & TV",21.02,poor,[object Object],0,13,6.5,0,6,2025-07-31T15:53:10.920Z,
"Game of Thrones","Movies & TV",64.97,good,[object Object],0,20,19.17,25,6,2025-07-31T15:53:10.920Z,
"Godfather Offer","Movies & TV",19.98,unacceptable,[object Object],0,13,5.25,0,6,2025-07-31T15:53:10.920Z,
"Harry Potter","Movies & TV",31.02,poor,[object Object],0,13,6.5,10,6,2025-07-31T15:53:10.920Z,
"Hollywood Movie Set","Movies & TV",48.73,acceptable,[object Object],0,20,11.67,15,6,2025-07-31T15:53:10.920Z,
"Hunger Games","Movies & TV",29.42,poor,[object Object],0,20,6.5,0,6,2025-07-31T15:53:10.920Z,
"Indiana Jones","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:53:10.920Z,
"Iron Man","Movies & TV",19.75,unacceptable,[object Object],0,5,16.5,0,6,2025-07-31T15:53:10.920Z,
"Iron Man Suit","Movies & TV",18.50,unacceptable,[object Object],0,5,15,0,6,2025-07-31T15:53:10.920Z,
"Jack Sparrow","Movies & TV",22.06,poor,[object Object],0,13,7.75,0,6,2025-07-31T15:53:10.920Z,
"James Bond","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:53:10.920Z,
"Jedi Knight","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:53:10.921Z,
"Jurassic Park","Movies & TV",33.58,poor,[object Object],0,20,11.5,0,5,2025-07-31T15:53:10.921Z,
"Lightsaber Battle","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:53:10.921Z,
"Lightsaber Duel","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.921Z,
"Lord of Rings","Movies & TV",38.79,poor,[object Object],0,13,15.83,10,5,2025-07-31T15:53:10.921Z,
"Lord of the Rings","Movies & TV",30.91,poor,[object Object],0,13,18.369999999999997,0,5,2025-07-31T15:53:10.921Z,
"Luke Skywalker","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.921Z,
"Magic Carpet Ride","Movies & TV",30.94,poor,[object Object],0,20,8.33,0,5,2025-07-31T15:53:10.921Z,
"Marty McFly","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,5,2025-07-31T15:53:10.921Z,
"Mission Impossible","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,5,2025-07-31T15:53:10.921Z,
"Netflix Binge-Watch","Movies & TV",42.98,acceptable,[object Object],0,13,5.25,23,5,2025-07-31T15:53:10.921Z,
"Oscar Ceremony","Movies & TV",28.38,poor,[object Object],0,20,5.25,0,5,2025-07-31T15:53:10.921Z,
"Paw Patrol","Movies & TV",12.46,unacceptable,[object Object],0,5,7.75,0,5,2025-07-31T15:53:10.921Z,
"Pizza Delivery","Movies & TV",70.75,good,[object Object],10,20,16.5,23,5,2025-07-31T15:53:10.921Z,
"Reality Show Drama","Movies & TV",12.94,unacceptable,[object Object],0,5,8.33,0,5,2025-07-31T15:53:10.921Z,
"Red Carpet Walk","Movies & TV",31.64,poor,[object Object],0,20,9.17,0,64,2025-07-31T15:53:10.926Z,
"Romantic Comedy","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,64,2025-07-31T15:53:10.926Z,
"Sherlock Holmes","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,64,2025-07-31T15:53:10.926Z,
"Shrek Swamp","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,64,2025-07-31T15:53:10.926Z,
"Simpsons Family","Movies & TV",17.67,unacceptable,[object Object],0,5,14,0,64,2025-07-31T15:53:10.926Z,
"Sitcom Laugh Track","Movies & TV",12.25,unacceptable,[object Object],0,5,7.5,0,64,2025-07-31T15:53:10.926Z,
"Spider-Man Swing","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,64,2025-07-31T15:53:10.926Z,
"Star Trek","Movies & TV",33.10,poor,[object Object],0,13,9,10,64,2025-07-31T15:53:10.926Z,
"Stranger Things","Movies & TV",20.38,poor,[object Object],0,5,5.25,10,64,2025-07-31T15:53:10.926Z,
"Superhero Landing","Movies & TV",28.38,poor,[object Object],0,20,5.25,0,64,2025-07-31T15:53:10.926Z,
"The Avengers","Movies & TV",45.75,acceptable,[object Object],0,20,16.5,8,64,2025-07-31T15:53:10.926Z,
"The Batmobile","Movies & TV",29.35,poor,[object Object],0,13,16.5,0,64,2025-07-31T15:53:10.926Z,
"The Crown","Movies & TV",30.39,poor,[object Object],0,13,17.75,0,64,2025-07-31T15:53:10.926Z,
"The Godfather","Movies & TV",29.35,poor,[object Object],0,13,16.5,0,64,2025-07-31T15:53:10.926Z,
"The Lion King","Movies & TV",37.89,poor,[object Object],0,20,16.67,0,64,2025-07-31T15:53:10.926Z,
"The Mandalorian","Movies & TV",29.35,poor,[object Object],0,13,16.5,0,63,2025-07-31T15:53:10.927Z,
"The Matrix","Movies & TV",30.39,poor,[object Object],0,13,17.75,0,63,2025-07-31T15:53:10.927Z,
"The Office","Movies & TV",54.00,acceptable,[object Object],0,20,24,10,63,2025-07-31T15:53:10.927Z,
"The Simpsons","Movies & TV",39.35,poor,[object Object],0,13,16.5,10,63,2025-07-31T15:53:10.927Z,
"Time Travel","Movies & TV",28.71,poor,[object Object],0,5,15.25,10,63,2025-07-31T15:53:10.927Z,
"Titanic Movie","Movies & TV",49.63,acceptable,[object Object],0,20,12.75,15,63,2025-07-31T15:53:10.927Z,
"Toy Story","Movies & TV",22.06,poor,[object Object],0,13,7.75,0,63,2025-07-31T15:53:10.927Z,
"Vampire Slayer","Movies & TV",11.42,unacceptable,[object Object],0,5,6.5,0,63,2025-07-31T15:53:10.927Z,
"Voldemort's Wand","Movies & TV",21.02,poor,[object Object],0,13,6.5,0,63,2025-07-31T15:53:10.927Z,
"Wakanda Forever","Movies & TV",21.02,poor,[object Object],0,13,6.5,0,62,2025-07-31T15:53:10.928Z,
"Wonder Woman","Movies & TV",28.31,poor,[object Object],0,13,15.25,0,62,2025-07-31T15:53:10.928Z,
"Zombie Apocalypse","Movies & TV",10.38,unacceptable,[object Object],0,5,5.25,0,62,2025-07-31T15:53:10.928Z,
"Adele Concert","Music & Artists",22.54,poor,[object Object],0,5,10.25,8,62,2025-07-31T15:53:10.928Z,
"Adele Song","Music & Artists",12.46,unacceptable,[object Object],0,5,7.75,0,62,2025-07-31T15:53:10.928Z,
"Air Guitar","Music & Artists",30.46,poor,[object Object],0,20,7.75,0,62,2025-07-31T15:53:10.928Z,
"Backstreet Boys","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,62,2025-07-31T15:53:10.928Z,
"Beatles Reunion","Music & Artists",21.02,poor,[object Object],0,13,6.5,0,62,2025-07-31T15:53:10.928Z,
"Beyonce Knowles","Music & Artists",19.42,unacceptable,[object Object],0,5,6.5,8,62,2025-07-31T15:53:10.928Z,
"Beyoncé Concert","Music & Artists",32.14,poor,[object Object],0,13,10.25,8,61,2025-07-31T15:53:10.929Z,
"Beyoncé Dance","Music & Artists",29.42,poor,[object Object],0,20,6.5,0,61,2025-07-31T15:53:10.929Z,
"Beyoncé Performance","Music & Artists",19.98,unacceptable,[object Object],0,13,5.25,0,61,2025-07-31T15:53:10.929Z,
"Bob Dylan","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,61,2025-07-31T15:53:10.929Z,
"Choir Singing","Music & Artists",11.42,unacceptable,[object Object],0,5,6.5,0,61,2025-07-31T15:53:10.929Z,
"Classical Symphony","Music & Artists",9.33,unacceptable,[object Object],0,5,4,0,61,2025-07-31T15:53:10.929Z,
"Country Music","Music & Artists",69.63,good,[object Object],10,20,12.75,25,61,2025-07-31T15:53:10.929Z,
"DJ Mixer","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,61,2025-07-31T15:53:10.929Z,
"DJ Turntable","Music & Artists",29.42,poor,[object Object],0,20,6.5,0,61,2025-07-31T15:53:10.929Z,
"Drake Album","Music & Artists",29.02,poor,[object Object],0,13,6.5,8,61,2025-07-31T15:53:10.929Z,
"Drum Kit","Music & Artists",13.50,unacceptable,[object Object],0,5,9,0,61,2025-07-31T15:53:10.929Z,
"Drum Set","Music & Artists",23.10,poor,[object Object],0,13,9,0,61,2025-07-31T15:53:10.929Z,
"Drum Solo","Music & Artists",23.10,poor,[object Object],0,13,9,0,61,2025-07-31T15:53:10.929Z,
"Ed Sheeran","Music & Artists",22.06,poor,[object Object],0,13,7.75,0,61,2025-07-31T15:53:10.929Z,
